title_id,title,genre,author,weekdays,length,subscribers,status,rating,year,source_type,synopsis
43,My First Love Confession,ROMANCE,"hee_ddok, Hoae",WEDNESDAY,Short,36093,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Sung Jiwon dan Joo Sunghyun adalah sejoli sejak masa sekolah yang saling membuka hati dan raganya untuk satu sama lain. Setelah mereka memberanikan diri untuk lebih terbuka sebagai pasangan dewasa pada satu malam, Jiwon tiba-tiba menghilang tanpa kata. Keduanya terpaksa terpisah tanpa kejelasan yang membuat hari-hari setelahnya terasa begitu dingin dan sepi.
Setelah menjalani hidup dengan hampa, ternyata takdir mengetuk hidup Sunghyun itu dengan mendatangkan Jiwon sebagai pengasuh yang kini akan mengurus keponakannya.
Akankah pertemuan mereka kembali ini membawa kejelasan untuk hubungan mereka?"
44,Friend Request,DRAMA,Ryoung,MONDAY,Short,11326,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Min Yooni, seorang influencer kece di zaman sekarang yang selalu dibuat frustrasi oleh ibunya yang menurutnya ""payah"". Sang ibu tak punya keterampilan dan keinginan apa pun, hingga tak punya kehidupannya sendiri.
Yooni ingin mengubah kehidupan ibunya dengan mengunjungi masa muda beliau. Siapa sangka ternyata ibu Yooni juga seorang influencer kece pada masanya?!"
45,When a Genius Employee Crosses the Line,DRAMA,"Dorumuk, rocklobster52s",SUNDAY,Short,5546,ONGOING,2.8,2025.0,WEBTOON ORIGINALS,"Ternyata jadi karyawan yang hanya ingin fokus kerja dengan benar salah ya?!Karyawan TK Entertainment, Lee Hanrok, adalah genius dalam bidang marketing film sekaligus satu-satunya orang di kantornya yang gagal dalam evaluasi tahunan. Terlebih lagiâ¦ Hanrok juga dituduh dalam kasus penyuapan! Padahal dia hanya ingin fokus kerja dan tidak berniat berkecimpung dalam politik kantornya, tapi dia malah dikhianati dan difitnah. Saat sudah putus asa, Hanrok tiba-tiba terlempar kembali ke 5 tahun lalu, ke hari yang mengawali segala sialnya. Pada kesempatan kali ini, Hanrok tak akan membiarkan dirinya mengalami nasib yang sama dan bertekad untuk melawan semua pihak yang ingin menjatuhkannya!"
46,The Killer Targets the Brown-Haired Lady,ROMANTIC FANTASY,"imobi, duckcheol, meg, minyeonbyeol",THURSDAY,Short,22665,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Selinia de Hayrn terus menyembunyikan dirinya dari dunia luar dan pergaulan sosial karena adanya pembunuh yang mengincar orang-orang berambut cokelat dan bermata hijau. Korban-korban yang menghilang memiliki ciri itu dengan usia berkisar belasan hingga 20an tahun.
Kisah ini sebenarnya bukan teka-teki yang membingungkan, karena Selinia tahu siapa pelakunya. Ia sudah pernah membaca cerita ini sebelum memasuki kisahnya, dan pembunuh itu adalah Eon de Granoir.
Namun, mengetahui jalan cerita tak berarti Selinia luput dari rasa sesak. Harinya selalu dihantui mimpi buruk akan pertemuannya dengan Eon, hingga hari itu benar-benar datang. Selinia yang tak pernah menampakkan muka tiba-tiba didatangi sosok tampan nan mematikan, yang tak lain adalah Eon itu sendiri.
Akankah pertemuan ini menjadi akhir cerita Selinia?"
47,Whispers of the Night,ROMANCE,"Nyomnyoming, Gakguri, Gyohyeon",FRIDAY,Short,52629,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Setelah putus dari pacarnya yang selingkuh, Eun Do Eun memutuskan untuk memulihkan perasaannya dengan liburan ke Hawaii. Tak disangka, di sana dia berpapasan dengan mantan kekasih yang ternyata berbulan madu di Hawaii. Saat Do Eun hampir dilecehkan oleh mantan yang masih tak rela melepaskannya, dia diselamatkan oleh Neo, pria yang tak sengaja dia temui di pantai. Do Eun dan Neo pun menghabiskan sisa liburan bersama, dan keduanya perlahan saling jatuh hati. Namun tiba-tiba, Do Eun bertemu dengan wanita yang mengaku sebagai calon istri Neo. Apakah Do Eun akan berakhir dimanfaatkan oleh Neo, sama seperti oleh mantannya dulu? Atau sebenarnya, ini semua hanya kesalahpahaman semata?"
48,Positively Yours,ROMANCE,"Kang Ki, Lee jung","TUESDAY, FRIDAY",Short,114081,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Jang Heewon, seorang wanita yang selalu bermimpi menjadi guru teladan dengan nilai moral yang tinggi, justru hamil akibat sebuah kesalahan dalam satu malam singkat. Yang membuat lebih rumit lagi, ayah dari bayi itu ternyata adalah Kang Doojoon, paman dari muridnya sekaligus ketua yayasan sekolah! Saat Heewon merasa hidupnya tak mungkin bertambah kacau, Doojoon justru langsung mengajaknya menikah!"
49,The Saintess and the Curse,ROMANTIC FANTASY,"Gyujoo, haemune",SATURDAY,Short,36874,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Vellota, saintess Kekaisaran Renhardt, tertimpa kutukan yang mengharuskannya menghabiskan malam dengan seorang pria tiap bulan purnama. Pada suatu malam, rahasianya dibongkar oleh komandan kesatria suci, Shayden Blackwood. Shayden, yang telah lama menyimpan rasa pada Vellota, langsung menawarkan diri untuk membebaskannya dari kutukan tersebutâ¦ sekaligus menghabiskan malam-malam bulan purnama dengannya. Akankah Shayden berhasil mematahkan kutukan Vellota? "
50,Four Option Mcq,ROMANCE,Team Neip,FRIDAY,Short,20539,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Cha Yunha hanya ingin menjalani hidupnya tanpa drama, terlebih yang melibatkan percintaan. Namun, takdir membawanya ke hadapan tak hanya satu tetapi empat cowok tampan hingga membuatnya mempertanyakan pilihan hidupnya. Lantas, siapa yang akhirnya mendapatkan hati gadis perfeksionis ini?"
51,My Daughter Is the Final Boss,FANTASY,"RK STUDIO, geulesseunya","MONDAY, WEDNESDAY, THURSDAY",Short,30869,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Lee Seojun berjuang mati-matian untuk menghentikan putrinya, Lee Seola, yang menjadi monster penghancur dunia. Namun, dia akhirnya tewas saat melindungi Seola yang diburu para hunter. Bukannya benar-benar mati, Seojun justru menerima misi untuk kembali ke masa lalu, ketika Seola masih berusia lima tahun. Kali ini, dia bersumpah menjadi ayah yang sesungguhnya dan membesarkan putrinya agar tidak lagi terjerumus ke jalan kehancuran."
52,Dr. Kim'S Odd Creatures,FANTASY,"pilsallyn, kisun, JQcomix",SATURDAY,Short,41215,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Kim Ohjin, seorang dokter hewan yang terlilit banyak utang, tiba-tiba dipanggil secara paksa oleh seekor dragon untuk mengobati hewan peliharaannya. Setelah berhasil merawat hewan tersebut, Ohjin justru âdipulangkanâ ke dunia lain yang dipenuhi hewan-hewan aneh! Namun, hewan tetaplah hewanâ¦ sehingga Ohjin pun memutuskan memanfaatkan kesempatan ini untuk menjadi dokter hewan sukses dan melunasi semua utangnya di dunia asalnya!"
53,Winter Wolf,ROMANTIC FANTASY,"soonmu, cheong yong, RubyChe",MONDAY,Short,35717,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Lysithea, seorang nona bangsawan yang kehilangan keluarganya akibat revolusi, menjalani hidup dengan mengasingkan diri. Dalam pengasingannya, Lysithea menuju ke sebuah mansion terpencil di tengah padang salju, di mana ia berharap bisa melarikan diri ke negeri asing dan memulai hidup baru. Di mansion itu, ia bertemu dengan Terran, seorang broker yang penuh misteri.

Saat badai salju turun deras dan menjebak mereka di mansion itu, keduanya terpaksa menghabiskan waktu berdua untuk saling bertahan hidup. Terran mulai melindungi Lysithea, mulai dari suara-suara aneh setiap malam hingga dari penyusup.

Lysithea yang mulai membuka diri kepada Terran dihantui oleh rahasia Tarren yang belum terungkap. âSiapa dia sebenarnya?â, âApa maksud di balik perlindungannya padaku?â"
54,Eternal Love,ROMANCE,"Zero, Silin, Guoxiao",FRIDAY,Short,52594,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Setelah bertahun-tahun berpisah, Wen Yifan tidak sengaja bertemu kembali dengan Sang Yan, pria yang perasaannya pernah dia tolak saat SMA. Pertemuan itu terjadi ketika Yifan dan sahabatnya mengunjungi sebuah bar untuk melihat pria yang dijuluki âPria Primadona.â Ternyata, pemilik bar sekaligus pemilik julukan itu adalah Sang Yan.

Meski Sang Yan sempat bertingkah seolah tidak mengenalnya, takdir terus mempertemukan mereka setelah kejadian itu. Lebih mengejutkan lagi, Yifan dan Sang Yan akhirnya harus tinggal di apartemen yang sama sebagai teman serumah.

Bagaimana mereka bisa menjalani hidup bersama bersama? Apakah perasaan lama mulai tumbuh kembali?"
55,The Circumstances of the Lying Empress,ROMANTIC FANTASY,"YFALL, Soyoka Awai",TUESDAY,Short,9959,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Hari pernikahan kaisar dan permaisuri dari dua negeri yang dianggap sebagai momen bersejarah akhirnya datang juga. Namun, pesta megah yang seharusnya jadi simbol persatuan itu ternyata penuh kebohongan. Kochun, seorang pelayan istana biasa, adalah satu-satunya orang yang mengetahui rahasia tersebut. Meski begitu, demi menjaga perdamaian, Kochun rela mempertaruhkan segalanya dan menyimpan rahasia ituâ¦ tetapi menjaga perdamaian antara dua negeri yang dulu sering berperang ternyata tidaklah mudah!"
56,"Summer, My Love",ROMANCE,"9juyeong, BlUEBEAR",MONDAY,Short,24207,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Seolah terikat oleh benang takdir, Lee Danbi kembali dipertemukan dengan Han Yeoreum, murid lesnya sekaligus mantan kekasihnya, di perusahaan tempat dia bekerja. Perpisahan mereka yang jauh dari kata 'baik' membuat Lee Danbi kebingungan dalam memperlakukan Han Yeoreum. Terlebih lagi, Han Yeoreum menunjukkan tanda-tanda gamon alias gagal move on! Benarkah mereka pasangan yang ditakdirkan bersama? Atau mereka hanya ditakdirkan menjadi tempat singgah sementara bagi satu sama lain?"
57,Debut or Die,DRAMA,"SOHEUN, jangjin, DS. Back",THURSDAY,Short,26278,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Setelah minum-minum semalaman, Ryu Geonwoo tiba-tiba terbangun di tubuh Park Moondae. Dari pengangguran usia akhir 20-an yang sedang sibuk menyiapkan diri untuk ujian PNS, kini dia dihadapkan misi dengan ancaman menyeramkan: âDebut atau mati!â Moondae hanya memiliki waktu satu tahun untuk debut sebagai idol. Untungnya, dia berhasil menjadi peserta program survival âIdol Inc.â. Namun dengan kemampuannya yang di bawah rata-rata dan level kompetisi yang tinggi, akankah Moondae berhasil menjadi idol dan bebas dari nasib tragisnya?"
58,For the Queendom,ROMANCE,Rose ong,WEDNESDAY,Short,18290,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Abel, seorang iblis yang bermimpi untuk kembali ke surga bersama kakaknya, Cain, menjalin kontrak dengan manusia. Namun ketika Cain dibunuh Ji Yeonri, wanita yang menjalin kontrak dengannya, dunia Abel hancur. Abel yang ingin balas dendam, malah terkena tembakan peluru emas, yang memicu perasaan cinta dan nafsu kepada Ji Yeonri. Pada akhirnya, apakah Abel dapat melawan rasa yang berkecamuk dalam hatinya dan membalas dendamnya atau memilih untuk menyerah pada kutukan cintanya kepada Ji Yeonri? "
59,It'S My Life,DRAMA,"GUGU, MiTi",SUNDAY,Short,6681,ONGOING,4.26,2025.0,WEBTOON ORIGINALS,"Jeon Juin, anak yang tadinya ceria kini harus ditemani oleh dingin dan sepinya kamar karena dunia telah merundungnya sedemikian rupa. Doanya yang ingin menyudahi hidup didengar dunia lain, Juin dipertemukan oleh Lee Runa yang hidupnya cemerlang namun harus tewas mengenaskan.
Tiba-tiba dihadapkan dengan kontrak, apakah ini tukar nasib?"
60,Dear X,DRAMA,VANZIUN,MONDAY,Short,38960,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Baek A-jin, seorang aktris papan atas cantik yang terkenal seantero negeri kini telah menduduki posisi teratas dunia hiburan telah memasuki tahun ke-6 debut.
Mengejutkan publik, tiba-tiba siaran mengenai sisi lainnya muncul dengan menampilkan opini orang-orang terdekat yang sangat bertentangan dan menyimpang dari apa yang diketahui khalayak luas.
Sebenarnya bagaimana sisi Baek A-jin yang asli?"
61,The Fallen Sage Rises to Power,FANTASY,"minoru, ARA-ARATO",SUNDAY,Short,10957,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Di tengah dunia yang dipenuhi dungeon dan monster, Yuto Kirishima hanyalah seorang adventurer yatim piatu dengan peringkat rendah. Demi menghidupi adiknya, Arisa, Yuto rela bergabung dengan guild gelap dan menjalankan perannya sebagai sage. Namun, saat guild-nya mencoba menjadikannya tumbal, Yuto justru terbangun dengan kekuatan baru yang luar biasa!
Berbekal legendary skill yang dimilikinya, perlahan ia menaikkan peringkatnya. Akan tetapiâ¦  ketika semuanya mulai berjalan dengan lancar, sebuah dungeon break terjadi di dekat sekolah Arisa. Mampukah Yuto menyelamatkan adiknya dan seluruh kota sebelum semuanya terlambat?"
62,The Formerly Number One Ranked Rookie,FANTASY,"roko., Shinko Shoto",WEDNESDAY,Short,13299,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Prophecy Online adalah game VR yang menjanjikan kekayaan abadi bagi siapa pun yang bisa menamatkannya. Kebanyakan orang meragukannya, tetapi tidak dengan Ray Endo, seorang pemuda miskin yang mempertaruhkan hidupnya demi meraih hadiah itu.

Suatu hari, Ray akhirnya menjadi satu-satunya pemain yang berhasil menamatkan game. Namun, sesuatu yang dia dapatkan hanyalah kabar penutupan server tanpa mendapatkan uang yang dijanjikan. Beberapa hari kemudian, terjadi kekacauan akibat Monster dari Prophecy Online muncul di dunia nyata. Di tengah kepanikan, hanya Ray yang mengetahui setiap rahasia dan strategi game tersebut. Dengan pengetahuannya, Ray bertekad mengubah kehancuran dunia menjadi ladang uang."
63,Undercover Wife,ROMANCE,"Tasse, Yeon shi, Bae Luna",TUESDAY,Short,70112,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Yoo Yiyeon yang aslinya begitu cantik kini menutupi kecantikannya itu dengan wig dan riasan ala nerd karena masa lalunya yang membuatnya trauma. Mulai dari pelecehan yang dialaminya, penguntitan, hingga perlakuan yang tidak mengenakan dari para pria yang ""menyukai""nya.
Telah hidup dengan penampilan baru, ternyata atasannya di kantor, Ahn Dohyeon, merasa dirinya cocok untuk dijadikan pasangan kontrak. Pribadi Yiyeon yang tertata dan disiplin membuat Dohyeon memilihnya untuk menjadi istri di atas kertasnya.
Apakah status baru mereka dapat membuat Yiyeon membuka dirinya lagi?"
64,Summer Moon: the Quprids,FANTASY,HYBE,TUESDAY,Short,18997,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Di SMA Wolha yang dipenuhi legenda dan sihir, Han Yeoreum, siswi kelas 1 yang awalnya murid biasa tiba-tiba dirasuki sihir misterius yang membuatnya menjadi gadis penyihir ajaib. Dengan kekuatan itu, ia bisa mengubah penampilannya sesuka hati! Tentu saja, tanpa melewatkan kesempatan sedikit pun, Yeoreum menggunakan kekuatan itu untuk mendekati Kwon Gowon, kakak kelas paling populer di sekolah. Namun, semuanya tidak semudah yang ia bayangkan. Kekuatan sihir yang dimilikinya ternyata membawa berbagai konsekuensiâ¦ dan entah kenapa, Lee Doyun, teman masa kecilnya, tiba-tiba menunjukkan rasa cemburu terhadap kedekatannya dengan Gowon!"
65,Love Next Door,SLICE OF LIFE,Hazemaru,"WEDNESDAY, SUNDAY",Short,11566,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Alma dan Victor sudah bersahabat sejak kecil. Mereka selalu bersamaâsekolah, nonton, liburan, bahkan diputusin pacar pun berbarengan. Kini, keduanya menghadapi tantangan baru: mencoba move on dari patah hati... masih tetap bareng, tentu saja. Tapi, bisakah âsahabat yang selalu bersamaâ tetap hanya sekadar sahabat?"
66,Sheathe Your Sword in the Bedroom,ROMANTIC FANTASY,"LICO, Hertz",SATURDAY,Short,44842,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Yulianne, yang tumbuh menjadi pembunuh bayaran terbaik di Cassia, diberi misi untuk menikahi Duke Larkan Blake dari Kekaisaran Argon, lalu membunuhnya. Namun membunuh Larkan tak semudah yang Yulianne kira. Setiap malam, dia berubah menjadi makhluk buas yang tak bisa mati! Saat upaya Yulianne terus-menerus gagal, Larkan memberinya tawaran: Ia akan membantu menemukan kakak Yulianne yang hilangâ¦ jika Yulianne berhasil menjinakkannya! "
67,Dating App Addiction,DRAMA,Rusena,FRIDAY,Short,24734,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Chorong, seorang streamer cupu yang hanya memiliki beberapa viewer dan donasi recehan dari streamingnya, ingin memulai kisah hidup baru dengan install dating app.
Pertemuan pertamanya dengan lelaki tampan dekat rumah membuka banyak pengalaman baru untuknya, termasuk pengalaman dewasa. Tapi sejak saat itu Chorong menyadari bahwa sepertinya banyak orang mencurigakan di sekitarnya, termasuk lelaki tampan itu dan viewer setianya.
Bagaimana kenyataan tentang ini semua mengungkap dirinya pada Chorong?"
68,Woke up as the Ceo'S Dog,ROMANCE,"della, Doosik yong, Shin Doan",THURSDAY,Short,30596,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Di malam hari terburuk Woo-mi, ia bertemu dengan anjing yang tersesat dan berniat untuk mengembalikannya kepada sang pemilik. Namun, tak disangka orang yang muncul sebagai pemilik anjing itu adalah direktur perusahaannya sendiri!

Pria yang terkenal dingin itu tiba-tiba menjadi begitu lembut pada anjingnya. Melihat nasib baik yang didapat anjing peliharaan, Woo-mi bergumam iri âAndai saja aku jadi anjing.â Lalu tertidur. 

Begitu membuka mataâ¦ Woo-mi melihat kaki mungil dan mendapati dirinya bersama seorang pria. âGuk!???â Apa yang sebenarnya terjadi?"
69,Light and Shadow,ROMANTIC FANTASY,"Heewon, Ryuhyang",WEDNESDAY,Short,23451,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Atas perintah tuannya, seorang pelayan bernama Edna dipaksa menyamar dan menikah dengan Duke Eli, bangsawan baru yang dulunya hanyalah rakyat biasa. Akibat putri tuannya yang tidak mau menikah dengan Eli, Edna menerima peran tersebut tanpa bisa menolak.

Tanpa ada yang mengetahui, Edna menyimpan rahasia besar tentang siapa dirinya sebenarnya. Dia menutupi asal-usulnya yang merupakan keturunan Raja dari kerajaan yang dihancurkan oleh suaminya sendiri, Eli. Di tengah kehidupan rumah tangga yang dibangun atas kebohongan, Edna diam-diam menaruh tekad untuk memperbaiki wilayah kekuasaannya yang hancur."
70,Doctor Elise,ROMANTIC FANTASY,"Mini, Yuin",SATURDAY,Short,43017,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Elise de Clarence hidup sebagai ratu kejam yang hidupnya berakhir di tiang pembakaran. Di kehidupan keduanya, dia terlahir sebagai Song Jihyeon, seorang dokter berbakat yang mendedikasikan hidupnya untuk menebus dosanya. Namun, takdir kembali merenggutnya lewat kecelakaan pesawat yang tragis.

Saat membuka mata, dia mendapati dirinya kembali ke tubuh dirinya di kehidupan pertama, yakni sebagai Elise. Kali ini, dengan pengetahuan medis yang dia bawa dari kehidupan keduanya, Elise bertekad menjalani hidup berbeda.

Mampukah Elise menebus kesalahannya dalam kesempatan ketiganya?"
71,Make Sure You Regret It,ROMANTIC FANTASY,"Seokbu, Yoon Young-Chae, JEOUNG SUGAR",MONDAY,Short,92637,ONGOING,5.0,2025.0,WEBTOON ORIGINALS,"Sebelum meninggal dunia, ibu Olivia selalu berkata bahwa ia pasti bisa mewujudkan apa pun jika mengusahakan yang terbaik. Namun setelah bertahun-tahun pun, keluarganya mengabaikannya, tunangannya tak membalas cintanya, dan cemoohan yang ia terima tak kunjung berakhir. Saat Olivia ingin melarikan diri dari semuanya, muncullah pria tampan bermata merah yang meraih tangannyaâGrand Duke Vikander, pahlawan perang yang ditakuti semua orang. Saat Olivia meninggalkan keluarga dan tunangannya, satu per satu mereka mulai menyesal, tapi bukankah semuanya sudah terlambat?"
